ChangeSet	RunIndex	Tool	Size	Query	PhaseName	Iteration	MetricName	MetricValue
fixed	1	ATL	2	PosLength	recheck	6	rss	56
fixed	1	ATL	2	PosLength	recheck	7	rss	46
fixed	1	ATL	2	PosLength	recheck	8	rss	36
fixed	1	ATL	2	PosLength	recheck	9	rss	26
fixed	1	ATL	2	PosLength	recheck	10	rss	16
fixed	1	ATL	2	PosLength	read	0	time	318551691
fixed	1	ATL	2	PosLength	read	0	memory	16670664
fixed	1	ATL	2	PosLength	check	0	time	75245360
fixed	1	ATL	2	PosLength	check	0	memory	17917024
fixed	1	ATL	2	PosLength	recheck	1	time	6759931
fixed	1	ATL	2	PosLength	recheck	1	memory	20410824
fixed	1	ATL	2	PosLength	recheck	2	time	5055237
fixed	1	ATL	2	PosLength	recheck	2	memory	20410824
fixed	1	ATL	2	PosLength	recheck	3	time	4305188
fixed	1	ATL	2	PosLength	recheck	3	memory	21657200
fixed	1	ATL	2	PosLength	recheck	4	time	3921546
fixed	1	ATL	2	PosLength	recheck	4	memory	21657200
fixed	1	ATL	2	PosLength	recheck	5	time	3927113
fixed	1	ATL	2	PosLength	recheck	5	memory	21657200
fixed	1	ATL	2	PosLength	recheck	6	time	3941786
fixed	1	ATL	2	PosLength	recheck	6	memory	22903560
fixed	1	ATL	2	PosLength	recheck	7	time	4197813
fixed	1	ATL	2	PosLength	recheck	7	memory	22903560
fixed	1	ATL	2	PosLength	recheck	8	time	3904557
fixed	1	ATL	2	PosLength	recheck	8	memory	22903560
fixed	1	ATL	2	PosLength	recheck	9	time	3824610
fixed	1	ATL	2	PosLength	recheck	9	memory	24149920
fixed	1	ATL	2	PosLength	recheck	10	time	3970103
fixed	1	ATL	2	PosLength	recheck	10	memory	24149920
fixed	1	ATL	2	PosLength	repair	1	time	15297731
fixed	1	ATL	2	PosLength	repair	1	memory	20410824
fixed	1	ATL	2	PosLength	repair	2	time	1292887
fixed	1	ATL	2	PosLength	repair	2	memory	20410824
fixed	1	ATL	2	PosLength	repair	3	time	1000274
fixed	1	ATL	2	PosLength	repair	3	memory	20410824
fixed	1	ATL	2	PosLength	repair	4	time	974246
fixed	1	ATL	2	PosLength	repair	4	memory	21657200
fixed	1	ATL	2	PosLength	repair	5	time	1007885
fixed	1	ATL	2	PosLength	repair	5	memory	21657200
fixed	1	ATL	2	PosLength	repair	6	time	1022120
fixed	1	ATL	2	PosLength	repair	6	memory	21657200
fixed	1	ATL	2	PosLength	repair	7	time	1057077
fixed	1	ATL	2	PosLength	repair	7	memory	22903560
fixed	1	ATL	2	PosLength	repair	8	time	1163789
fixed	1	ATL	2	PosLength	repair	8	memory	22903560
fixed	1	ATL	2	PosLength	repair	9	time	1694601
fixed	1	ATL	2	PosLength	repair	9	memory	22903560
fixed	1	ATL	2	PosLength	repair	10	time	895004
fixed	1	ATL	2	PosLength	repair	10	memory	24149920
fixed	2	ATL	2	PosLength	check	0	rss	116
fixed	2	ATL	2	PosLength	recheck	1	rss	106
fixed	2	ATL	2	PosLength	recheck	2	rss	96
fixed	2	ATL	2	PosLength	recheck	3	rss	86
fixed	2	ATL	2	PosLength	recheck	4	rss	76
fixed	2	ATL	2	PosLength	recheck	5	rss	66
fixed	2	ATL	2	PosLength	recheck	6	rss	56
